symbol,entry_time,exit_time,side,strategy,entry_price,exit_price,exit_type,position_value,pnl_usdt,pnl_percent,leverage,sl_price,tp_price,adx,rsi,atr,volume_valid,month
BTC/USDT,2026-01-01 10:15:00,2026-01-01 10:30:00,LONG,TREND_PULLBACK (RSI 51.0),87751.24746314662,87832.76304422405,TP,5.0,0.13534089275197758,2.786817855039552,30,87714.19492629323,87832.76304422405,31.101905505660845,51.02542058316983,37.05253685338029,False,2026-01
BTC/USDT,2026-01-01 12:30:00,2026-01-01 13:20:00,LONG,TREND_PULLBACK (RSI 52.4),87866.03244350458,87962.5410677945,TP,5.013534089275198,0.16118928396532067,3.2950830351414577,30,87822.16488700916,87962.5410677945,36.23865556708648,52.405626398327314,43.867556495423145,True,2026-01
BTC/USDT,2026-01-01 14:40:00,2026-01-01 14:50:00,LONG,TREND_PULLBACK (RSI 46.9),87808.05039015098,87922.99953181884,TP,5.0296530176717305,0.19350519254286752,3.9272871162878493,30,87755.80078030196,87922.99953181884,25.17494411038314,46.89428889418673,52.24960984902979,False,2026-01
BTC/USDT,2026-01-01 17:20:00,2026-01-01 17:30:00,SHORT,BB_BOUNCE_TOP,88214.80121565412,88275.30243130824,SL,5.0490035369260164,-0.10792341985992518,-2.0575191970182725,30,88275.30243130824,88081.69854121507,19.64673063104933,74.563881814507,60.501215654113444,True,2026-01
BTC/USDT,2026-01-01 19:20:00,2026-01-01 19:35:00,LONG,TREND_PULLBACK (RSI 50.4),88057.57517519625,88200.8497897645,TP,5.038211194940025,0.24189299831204114,4.881168290741346,30,87992.45035039251,88200.8497897645,29.905705391998833,50.40835129022652,65.12482480374997,False,2026-01
BTC/USDT,2026-01-02 00:05:00,2026-01-02 00:30:00,LONG,TREND_PULLBACK (RSI 48.5),88471.46873037754,88699.45752354695,TP,5.062400494771229,0.38732051661835515,7.730926018563814,30,88367.83746075508,88699.45752354695,34.33149491708111,48.45720116143156,103.63126962245698,True,2026-01
BTC/USDT,2026-01-02 02:40:00,2026-01-02 02:50:00,LONG,TREND_PULLBACK (RSI 40.7),88362.81386638839,88549.56336033391,TP,5.101132546433064,0.319347201300809,6.340319613222178,30,88277.92773277678,88549.56336033391,27.865431704939475,40.65556460726289,84.88613361160279,False,2026-01
BTC/USDT,2026-01-02 06:15:00,2026-01-02 06:35:00,SHORT,BB_BOUNCE_TOP,88881.38267304451,88959.36534608903,SL,5.1330672665631445,-0.13921584151362457,-2.632137485913697,30,88959.36534608903,88709.82079234658,18.459852187180445,58.81054652059703,77.98267304451502,False,2026-01
BTC/USDT,2026-01-02 11:05:00,2026-01-02 13:20:00,LONG,TREND_PULLBACK (RSI 52.2),89359.45070424711,89620.69915490346,TP,5.119145682411782,0.4448898330966652,8.77070467412571,30,89240.70140849422,89620.69915490346,39.68473307645003,52.15610027005159,118.74929575288368,False,2026-01
BTC/USDT,2026-01-02 14:05:00,2026-01-02 14:15:00,LONG,BB_BOUNCE_BOTTOM,89170.24004283066,89071.98008566131,SL,5.163634665721449,-0.17483085903299408,-3.3058100030507718,30,89071.98008566131,89386.41194860321,14.14833181425281,39.12378511074838,98.25995716934366,True,2026-01
BTC/USDT,2026-01-02 16:30:00,2026-01-02 16:40:00,SHORT,BB_BOUNCE_TOP,91058.19468170445,90265.32638195466,TP,5.146151579818149,1.3401510386735112,26.12181042644042,30,91418.5893634089,90265.32638195466,16.66908633616893,72.29362208002551,360.3946817044505,True,2026-01
BTC/USDT,2026-01-02 18:45:00,2026-01-02 19:15:00,LONG,BB_BOUNCE_BOTTOM,89565.7201347927,90097.85583824878,TP,5.280166683685501,0.9369055337934777,17.823862834639296,30,89323.8402695854,90097.85583824878,14.216130581827244,39.43276827740037,241.87986520730695,True,2026-01
BTC/USDT,2026-01-02 20:50:00,2026-01-02 21:15:00,LONG,BB_BOUNCE_BOTTOM,89458.444812026,89819.14622556878,TP,5.373857237064848,0.6457316314867285,12.096166470388434,30,89294.48962405202,89819.14622556878,11.999474215252562,36.43360879035403,163.95518797399072,False,2026-01
BTC/USDT,2026-01-02 23:10:00,2026-01-03 01:10:00,LONG,TREND_PULLBACK (RSI 49.1),89933.51336754461,90179.00395894649,TP,5.43843040021352,0.4410060904973683,8.189069309410556,30,89821.92673508922,90179.00395894649,26.95784604444977,49.07534294117671,111.58663245539539,False,2026-01
BTC/USDT,2026-01-03 03:10:00,2026-01-03 03:45:00,LONG,TREND_PULLBACK (RSI 49.2),90103.94442577736,90253.44668906715,TP,5.4825310092632575,0.268515722057786,4.977659887451675,30,90035.98885155472,90253.44668906715,38.62004255567978,49.158117715268354,67.95557422263029,True,2026-01
BTC/USDT,2026-01-03 05:50:00,2026-01-03 06:05:00,LONG,TREND_PULLBACK (RSI 40.4),89909.45464147867,90056.95443022558,TP,5.509382581469036,0.2667428763277597,4.921611058650327,30,89842.40928295735,90056.95443022558,25.499032947419245,40.36207808508104,67.04535852132071,False,2026-01
BTC/USDT,2026-01-03 08:55:00,2026-01-03 09:25:00,LONG,TREND_PULLBACK (RSI 45.5),89519.26708924289,89752.53949290853,TP,5.536056869101812,0.4283526108355624,7.817503803949538,30,89413.23417848577,89752.53949290853,25.765821331546828,45.492255559843976,106.03291075711402,False,2026-01
BTC/USDT,2026-01-03 12:45:00,2026-01-03 14:20:00,SHORT,BB_BOUNCE_TOP,89999.37849838195,90068.7569967639,SL,5.578892130185368,-0.13348239086529967,-2.312632582786011,30,90068.7569967639,89846.74580194167,14.485755170759806,68.21801479479225,69.37849838194678,True,2026-01
BTC/USDT,2026-01-03 15:00:00,2026-01-03 16:20:00,LONG,TREND_PULLBACK (RSI 51.8),89946.15387150449,89872.30774300898,SL,5.565543891098838,-0.14153240517473464,-2.4630112122750876,30,89872.30774300898,90108.61535419461,37.163015519666885,51.84335001650792,73.84612849551233,False,2026-01
