timestamp,open,high,low,close,volume
2026-01-01 00:00:00,2970.4,2981.86,2970.0,2978.68,39859.384
2026-01-01 01:00:00,2978.68,2988.48,2977.7,2983.09,51818.874
2026-01-01 02:00:00,2983.1,2986.42,2979.37,2981.18,22842.243
2026-01-01 03:00:00,2981.17,2985.0,2978.19,2979.01,18546.674
2026-01-01 04:00:00,2979.01,2979.76,2972.1,2974.51,51099.795
2026-01-01 05:00:00,2974.52,2982.78,2974.52,2980.52,24719.795
2026-01-01 06:00:00,2980.51,2980.52,2975.0,2975.1,21928.239
2026-01-01 07:00:00,2975.1,2980.0,2975.1,2977.18,24397.421
2026-01-01 08:00:00,2977.18,2981.92,2976.57,2981.39,24319.798
2026-01-01 09:00:00,2981.38,2986.61,2980.79,2982.6,36625.202
2026-01-01 10:00:00,2982.6,2984.34,2980.5,2983.58,17834.791
2026-01-01 11:00:00,2983.58,2991.94,2983.57,2988.0,48861.823
2026-01-01 12:00:00,2988.0,2988.95,2981.66,2986.09,41249.349
2026-01-01 13:00:00,2986.08,2988.95,2980.0,2981.42,47563.986
2026-01-01 14:00:00,2981.42,2985.45,2976.0,2983.87,60820.21
2026-01-01 15:00:00,2983.86,2993.91,2979.32,2988.44,71997.515
2026-01-01 16:00:00,2988.45,2989.9,2979.47,2981.35,52794.487
2026-01-01 17:00:00,2981.35,3005.0,2980.04,2989.43,153537.728
2026-01-01 18:00:00,2989.42,2991.47,2983.67,2989.04,38974.176
2026-01-01 19:00:00,2989.04,2996.89,2986.07,2994.06,26716.618
2026-01-01 20:00:00,2994.08,2995.67,2986.15,2987.89,28673.649
2026-01-01 21:00:00,2987.89,2992.11,2986.1,2988.36,20111.879
2026-01-01 22:00:00,2988.35,2998.86,2985.9,2997.64,37447.073
2026-01-01 23:00:00,2997.64,3008.56,2989.58,3002.49,115363.212
2026-01-02 00:00:00,3002.5,3007.11,2993.58,3004.49,69217.586
2026-01-02 01:00:00,3004.49,3006.72,2996.76,3001.55,48561.862
2026-01-02 02:00:00,3001.54,3002.58,2990.67,3000.79,51595.173
2026-01-02 03:00:00,3000.78,3034.36,2998.36,3021.04,293132.987
2026-01-02 04:00:00,3021.04,3023.16,3008.7,3010.19,86437.396
2026-01-02 05:00:00,3010.18,3017.45,3007.0,3015.0,57665.371
2026-01-02 06:00:00,3015.01,3038.42,3012.71,3025.19,149215.964
2026-01-02 07:00:00,3025.2,3031.13,3015.59,3017.0,91750.047
2026-01-02 08:00:00,3017.0,3033.0,3014.27,3030.85,85193.9
2026-01-02 09:00:00,3030.84,3055.0,3028.67,3047.2,255844.86
2026-01-02 10:00:00,3047.19,3068.97,3044.09,3056.1,308027.307
2026-01-02 11:00:00,3056.11,3056.67,3039.21,3046.7,163377.693
2026-01-02 12:00:00,3046.69,3056.99,3042.02,3047.4,92403.553
2026-01-02 13:00:00,3047.4,3057.6,3045.19,3049.03,80422.407
2026-01-02 14:00:00,3049.03,3112.15,3017.64,3081.29,817518.99
2026-01-02 15:00:00,3081.3,3096.1,3052.75,3085.09,459931.921
2026-01-02 16:00:00,3085.09,3145.99,3077.9,3130.67,600415.425
2026-01-02 17:00:00,3130.68,3149.0,3109.01,3121.93,310773.547
2026-01-02 18:00:00,3121.94,3130.91,3095.02,3109.41,209308.685
2026-01-02 19:00:00,3109.4,3126.85,3106.5,3122.46,109069.826
2026-01-02 20:00:00,3122.46,3128.66,3109.85,3116.32,88837.212
2026-01-02 21:00:00,3116.32,3133.93,3114.99,3128.95,53696.244
2026-01-02 22:00:00,3128.95,3144.0,3126.29,3132.22,88986.286
2026-01-02 23:00:00,3132.22,3134.6,3118.8,3123.89,60899.483
2026-01-03 00:00:00,3123.88,3135.0,3120.91,3129.2,46599.645
2026-01-03 01:00:00,3129.19,3130.23,3121.68,3129.15,34537.529
2026-01-03 02:00:00,3129.15,3129.28,3118.18,3124.6,51161.887
2026-01-03 03:00:00,3124.61,3126.0,3117.09,3123.9,41213.523
2026-01-03 04:00:00,3123.91,3126.52,3112.6,3115.14,51025.118
2026-01-03 05:00:00,3115.15,3117.75,3103.01,3110.98,74456.237
2026-01-03 06:00:00,3110.99,3116.38,3097.0,3097.0,83696.167
2026-01-03 07:00:00,3097.01,3103.98,3074.52,3089.51,248729.124
2026-01-03 08:00:00,3089.52,3105.0,3082.63,3094.51,114651.066
2026-01-03 09:00:00,3094.51,3109.6,3090.89,3099.53,80215.793
2026-01-03 10:00:00,3099.52,3104.58,3095.62,3096.12,44313.176
2026-01-03 11:00:00,3096.12,3099.1,3090.56,3097.0,48520.103
2026-01-03 12:00:00,3097.0,3104.44,3092.19,3103.47,63806.03
2026-01-03 13:00:00,3103.47,3106.57,3099.29,3101.57,45387.988
2026-01-03 14:00:00,3101.58,3114.11,3100.0,3104.66,74398.195
2026-01-03 15:00:00,3104.66,3106.53,3098.66,3099.92,54721.976
2026-01-03 16:00:00,3099.91,3111.02,3096.75,3105.8,60169.435
2026-01-03 17:00:00,3105.81,3109.11,3104.42,3107.24,18372.576
2026-01-03 18:00:00,3107.24,3118.61,3103.8,3115.02,49618.798
2026-01-03 19:00:00,3115.01,3115.02,3109.1,3112.0,20264.672
2026-01-03 20:00:00,3112.0,3115.65,3105.76,3114.08,29284.689
2026-01-03 21:00:00,3114.08,3128.48,3111.58,3119.36,59881.359
2026-01-03 22:00:00,3119.36,3124.79,3112.38,3121.38,30618.395
2026-01-03 23:00:00,3121.38,3129.7,3119.39,3125.47,40954.119
2026-01-04 00:00:00,3125.46,3165.99,3124.76,3155.9,244515.421
2026-01-04 01:00:00,3155.9,3160.83,3140.05,3148.64,108736.68
2026-01-04 02:00:00,3148.64,3149.89,3135.51,3139.58,77350.014
2026-01-04 03:00:00,3139.58,3149.42,3138.2,3145.73,81845.849
2026-01-04 04:00:00,3145.73,3154.24,3143.07,3146.55,60287.355
2026-01-04 05:00:00,3146.55,3151.29,3142.7,3149.77,38584.905
2026-01-04 06:00:00,3149.77,3161.41,3137.64,3138.31,151444.047
2026-01-04 07:00:00,3138.3,3144.53,3132.24,3139.51,77901.404
2026-01-04 08:00:00,3139.52,3140.48,3122.58,3137.21,119164.575
2026-01-04 09:00:00,3137.21,3147.0,3132.97,3142.43,79264.084
2026-01-04 10:00:00,3142.43,3147.37,3141.09,3144.62,43746.562
2026-01-04 11:00:00,3144.62,3144.62,3133.2,3138.32,46858.929
2026-01-04 12:00:00,3138.32,3145.94,3131.67,3135.55,70484.797
2026-01-04 13:00:00,3135.54,3139.99,3130.25,3139.21,42310.924
2026-01-04 14:00:00,3139.21,3142.23,3130.72,3135.94,57065.134
2026-01-04 15:00:00,3135.95,3138.5,3115.0,3134.14,103098.19
2026-01-04 16:00:00,3134.14,3138.99,3129.57,3137.91,54661.531
2026-01-04 17:00:00,3137.9,3142.85,3134.25,3135.93,44018.928
2026-01-04 18:00:00,3135.93,3136.71,3121.31,3133.63,59798.186
2026-01-04 19:00:00,3133.63,3134.0,3117.0,3131.31,77253.803
2026-01-04 20:00:00,3131.31,3141.76,3129.37,3140.63,36603.543
2026-01-04 21:00:00,3140.62,3155.0,3136.0,3144.24,94852.739
2026-01-04 22:00:00,3144.24,3149.38,3134.66,3138.06,39009.86
2026-01-04 23:00:00,3138.07,3152.96,3132.99,3143.32,79045.33
2026-01-05 00:00:00,3143.33,3176.36,3141.5,3167.26,265430.537
2026-01-05 01:00:00,3167.26,3221.0,3162.4,3196.49,419295.332
2026-01-05 02:00:00,3196.5,3203.7,3181.1,3191.82,140499.883
2026-01-05 03:00:00,3191.83,3196.31,3183.02,3184.74,77891.096
2026-01-05 04:00:00,3184.75,3186.89,3156.0,3165.49,231289.652
2026-01-05 05:00:00,3165.5,3167.99,3146.07,3148.0,190826.101
2026-01-05 06:00:00,3148.0,3157.96,3131.47,3156.22,231329.151
2026-01-05 07:00:00,3156.23,3161.72,3153.59,3156.0,72794.871
2026-01-05 08:00:00,3156.0,3171.24,3154.11,3162.07,81540.427
2026-01-05 09:00:00,3162.06,3174.26,3151.78,3167.26,115671.107
2026-01-05 10:00:00,3167.25,3177.9,3160.84,3171.8,107955.439
2026-01-05 11:00:00,3171.8,3183.36,3166.54,3178.88,91892.143
