timestamp,open,high,low,close,volume
2025-10-01 00:00:00,2.8453,2.8506,2.8268,2.8373,13794993.5
2025-10-01 01:00:00,2.8372,2.8588,2.835,2.857,15634313.8
2025-10-01 02:00:00,2.8571,2.8575,2.839,2.8408,9452477.4
2025-10-01 03:00:00,2.8408,2.8415,2.8126,2.8177,18778131.1
2025-10-01 04:00:00,2.8178,2.8443,2.8149,2.8351,22193991.4
2025-10-01 05:00:00,2.8351,2.8533,2.8335,2.8443,12693156.0
2025-10-01 06:00:00,2.8442,2.8484,2.8295,2.8307,11438100.5
2025-10-01 07:00:00,2.8306,2.8563,2.8297,2.8526,14753109.7
2025-10-01 08:00:00,2.8526,2.92,2.8505,2.9159,59062129.8
2025-10-01 09:00:00,2.9159,2.9512,2.9061,2.9402,58435354.5
2025-10-01 10:00:00,2.9402,2.941,2.9185,2.9289,33383293.5
2025-10-01 11:00:00,2.9289,2.9447,2.9286,2.9427,16225817.6
2025-10-01 12:00:00,2.9426,2.9438,2.9262,2.9351,25308366.8
2025-10-01 13:00:00,2.9351,2.9544,2.932,2.9375,35209258.4
2025-10-01 14:00:00,2.9375,2.957,2.9301,2.9417,31033629.7
2025-10-01 15:00:00,2.9417,2.945,2.9313,2.9403,14862162.4
2025-10-01 16:00:00,2.9404,2.9484,2.9333,2.9366,19760068.1
2025-10-01 17:00:00,2.9366,2.9437,2.9188,2.9195,20162826.7
2025-10-01 18:00:00,2.9194,2.9416,2.9194,2.935,12393833.7
2025-10-01 19:00:00,2.935,2.96,2.9342,2.9536,22846872.2
2025-10-01 20:00:00,2.9537,2.9544,2.9369,2.9462,14319083.5
2025-10-01 21:00:00,2.9462,2.9465,2.9252,2.9276,10056511.7
2025-10-01 22:00:00,2.9276,2.9389,2.9257,2.929,10982915.0
2025-10-01 23:00:00,2.929,2.9505,2.927,2.9473,12702377.6
2025-10-02 00:00:00,2.9473,2.9614,2.9387,2.9421,24424433.2
2025-10-02 01:00:00,2.9421,2.9743,2.9407,2.9685,22406270.3
2025-10-02 02:00:00,2.9684,2.98,2.959,2.9749,20784266.1
2025-10-02 03:00:00,2.9749,2.9863,2.9651,2.971,22381423.6
2025-10-02 04:00:00,2.9709,2.9784,2.9526,2.9661,17399606.6
2025-10-02 05:00:00,2.9662,2.9798,2.9566,2.9635,20039682.5
2025-10-02 06:00:00,2.9635,2.9815,2.9613,2.9782,15078369.4
2025-10-02 07:00:00,2.9783,2.984,2.964,2.9679,11584835.8
2025-10-02 08:00:00,2.9679,2.9896,2.965,2.9876,15779991.4
2025-10-02 09:00:00,2.9877,2.9907,2.9741,2.9821,17199556.6
2025-10-02 10:00:00,2.9821,2.9927,2.9772,2.9875,12117346.7
2025-10-02 11:00:00,2.9874,2.9953,2.9671,2.9701,22389479.5
2025-10-02 12:00:00,2.9701,2.9863,2.9665,2.985,17231036.5
2025-10-02 13:00:00,2.985,2.988,2.9612,2.9845,33334827.5
2025-10-02 14:00:00,2.9845,2.993,2.945,2.9565,41299545.8
2025-10-02 15:00:00,2.9564,2.992,2.945,2.9908,39682881.8
2025-10-02 16:00:00,2.9908,3.0575,2.9859,3.0438,87028925.7
2025-10-02 17:00:00,3.0439,3.055,3.0302,3.0339,29296641.2
2025-10-02 18:00:00,3.0339,3.0629,3.0338,3.0607,27107199.3
2025-10-02 19:00:00,3.0607,3.099,3.0572,3.0894,46786151.7
2025-10-02 20:00:00,3.0895,3.09,3.0512,3.0577,37664301.0
2025-10-02 21:00:00,3.0577,3.0652,3.0354,3.039,22260876.5
2025-10-02 22:00:00,3.0389,3.0474,3.0248,3.0312,28365675.7
2025-10-02 23:00:00,3.0312,3.0406,3.025,3.0375,19377677.8
2025-10-03 00:00:00,3.0376,3.0381,3.0122,3.0188,29835774.6
2025-10-03 01:00:00,3.0187,3.0249,3.0036,3.0055,23718069.0
2025-10-03 02:00:00,3.0055,3.0245,3.0032,3.0211,15802057.1
2025-10-03 03:00:00,3.021,3.0379,3.0173,3.0194,22105782.6
2025-10-03 04:00:00,3.0194,3.0309,3.0152,3.0281,11777081.4
2025-10-03 05:00:00,3.0282,3.0297,3.0128,3.0198,11877986.2
2025-10-03 06:00:00,3.0197,3.0343,3.0116,3.0221,16157569.9
2025-10-03 07:00:00,3.0221,3.0332,3.0175,3.0329,19083563.0
2025-10-03 08:00:00,3.0329,3.0572,3.0213,3.0515,32753174.7
