timestamp,open,high,low,close,volume
2026-01-01 00:00:00,1.4037,1.4062,1.4034,1.406,389870.8
2026-01-01 00:05:00,1.406,1.4087,1.4051,1.408,573858.0
2026-01-01 00:10:00,1.408,1.4084,1.4058,1.4067,235131.1
2026-01-01 00:15:00,1.4068,1.4089,1.4068,1.4087,177019.0
2026-01-01 00:20:00,1.4088,1.4113,1.4079,1.4098,405993.0
2026-01-01 00:25:00,1.4099,1.4115,1.4097,1.4102,346563.9
2026-01-01 00:30:00,1.4102,1.4117,1.4094,1.4113,412419.2
2026-01-01 00:35:00,1.4113,1.4116,1.4068,1.4068,285650.5
2026-01-01 00:40:00,1.4069,1.4087,1.4065,1.4079,249095.0
2026-01-01 00:45:00,1.408,1.4104,1.4072,1.4104,481453.1
2026-01-01 00:50:00,1.4103,1.4104,1.4086,1.4093,190245.7
2026-01-01 00:55:00,1.4092,1.41,1.4086,1.4088,157774.6
2026-01-01 01:00:00,1.4088,1.4105,1.4083,1.4104,171306.7
2026-01-01 01:05:00,1.4105,1.4147,1.4105,1.4145,570312.2
2026-01-01 01:10:00,1.4144,1.4163,1.4137,1.4141,362011.1
2026-01-01 01:15:00,1.4142,1.4148,1.4105,1.4105,320127.3
2026-01-01 01:20:00,1.4105,1.4106,1.4081,1.4096,323733.6
2026-01-01 01:25:00,1.4095,1.4096,1.4072,1.4074,276048.3
2026-01-01 01:30:00,1.4075,1.4083,1.4056,1.4059,203706.6
2026-01-01 01:35:00,1.4058,1.4068,1.405,1.4065,242166.3
2026-01-01 01:40:00,1.4065,1.4091,1.4055,1.4081,547897.5
2026-01-01 01:45:00,1.4081,1.4096,1.4073,1.4087,396764.2
2026-01-01 01:50:00,1.4085,1.409,1.4075,1.4086,178153.0
2026-01-01 01:55:00,1.4086,1.4093,1.407,1.4075,806416.8
2026-01-01 02:00:00,1.4076,1.4079,1.4056,1.4071,304956.7
2026-01-01 02:05:00,1.4072,1.4083,1.4061,1.4063,194945.7
2026-01-01 02:10:00,1.4063,1.4064,1.4052,1.4058,134232.1
2026-01-01 02:15:00,1.4058,1.4086,1.4051,1.4072,166396.7
2026-01-01 02:20:00,1.4073,1.408,1.4054,1.4054,119104.1
2026-01-01 02:25:00,1.4055,1.4088,1.4042,1.4057,2081662.4
2026-01-01 02:30:00,1.4058,1.4093,1.4051,1.4057,866832.2
2026-01-01 02:35:00,1.4058,1.4085,1.4038,1.4069,911391.1
2026-01-01 02:40:00,1.4069,1.4077,1.4057,1.406,140193.0
2026-01-01 02:45:00,1.406,1.4076,1.406,1.4065,125529.9
2026-01-01 02:50:00,1.4064,1.4071,1.4058,1.4068,66380.2
2026-01-01 02:55:00,1.4067,1.4079,1.4061,1.4062,146555.8
2026-01-01 03:00:00,1.4062,1.4066,1.4053,1.4057,131655.7
2026-01-01 03:05:00,1.4057,1.4057,1.4041,1.4051,115545.7
2026-01-01 03:10:00,1.4052,1.4063,1.4044,1.406,106354.5
2026-01-01 03:15:00,1.4061,1.4062,1.4044,1.4059,126935.9
2026-01-01 03:20:00,1.406,1.4064,1.4038,1.4039,106412.0
2026-01-01 03:25:00,1.4038,1.4055,1.4031,1.4051,172560.0
2026-01-01 03:30:00,1.4051,1.4059,1.4041,1.4052,153054.5
2026-01-01 03:35:00,1.4051,1.4068,1.4047,1.4048,130169.0
